Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount
2017-08-30,2017-10-24,55,63,2017/3868,41670.12,41670.12
2017-10-31,2017-12-18,48,63,2017/3962,10049.09,10049.09
2022-07-31,2022-08-31,31,64,2022-5974,215366.76,215366.76
2022-07-31,2022-08-31,31,64,2022-5974,209466.25,209466.25
2023-10-31,2023-12-14,44,64,2023-6615,110295.51,110295.51
2022-11-15,2023-01-13,59,64,2022-6148,67664.29,67664.29
2023-08-31,2024-01-26,148,64,2023-6528,56098.0,35499.51
2023-08-31,2023-09-26,26,64,2023-6528,56098.0,18782.81
2023-09-30,2023-11-07,38,64,2023-6583,56098.0,56098.0
2023-10-31,2023-12-14,44,64,2023-6600,56098.0,56098.0
2023-11-30,2024-01-24,55,64,2023-6645,56098.0,56098.0
2023-12-31,2024-02-28,59,64,2023-6689,56098.0,56098.0
2024-01-31,2024-02-28,28,64,2024-6729,56098.0,56098.0
2024-02-29,2024-04-04,35,64,2024-6759,56098.0,56098.0
2024-03-29,2024-04-29,31,64,2024-6795,56098.0,56098.0
2024-04-30,2024-05-29,29,64,2024-6824,56098.0,56098.0
2022-01-31,2022-03-04,32,64,2022-5781,79228.94,79228.94
2023-08-08,2023-09-26,49,64,2023-6502,79228.94,62880.11
2022-09-30,2023-01-13,105,64,2022-6081,36055.9,36055.9
2023-07-31,2023-09-26,57,64,2023-6477,53826.41,49081.84
2022-05-31,2022-06-30,30,64,2022-5924,43359.57,43359.57
2023-07-31,2023-09-26,57,64,2023-6477,25512.0,25512.0
2022-09-30,2023-01-13,105,64,2022-6081,41486.85,41486.85
2022-09-30,2023-01-13,105,64,2022-6081,28787.87,28787.87
2022-12-31,2023-01-24,24,64,2022-6217,28787.87,28787.87
2023-10-31,2023-12-14,44,64,2023-6615,40895.97,40895.97
2022-06-30,2022-08-04,35,64,2022-5938,39155.47,39155.47
2022-08-18,2022-08-31,13,64,2022-6001,39155.47,39155.47
2022-01-31,2022-03-04,32,64,2022-5781,31578.29,31578.29
2023-08-31,2023-09-26,26,64,2023-6528,15015.46,15015.46
2023-09-30,2023-11-07,38,64,2023-6583,15015.46,15015.46
2023-10-31,2023-12-14,44,64,2023-6600,15015.46,15015.46
2023-11-30,2024-01-24,55,64,2023-6645,15015.46,15015.46
2023-12-31,2024-02-28,59,64,2023-6689,15015.46,15015.46
2024-01-31,2024-02-28,28,64,2024-6729,15015.46,15015.46
2024-02-29,2024-04-04,35,64,2024-6759,15015.46,15015.46
2024-03-29,2024-04-29,31,64,2024-6795,15015.46,15015.46
2024-04-30,2024-05-29,29,64,2024-6824,15015.46,15015.46
2022-11-16,2023-01-13,58,64,2022-6154,15466.1,15466.1
2022-12-31,2023-01-24,24,64,2022-6217,20255.42,20255.42
2022-10-31,2023-01-13,74,64,2022-6124,20723.94,20723.94
2023-01-25,2023-04-13,78,64,2023-6248,20723.94,20723.94
2023-08-08,2023-09-26,49,64,2023-6502,18722.47,18722.47
2022-09-06,2022-10-04,28,64,2022-6034,8188.9,8188.9
2023-11-30,2023-12-11,11,65,2023-6647,86491.28,86491.28
2023-06-30,2023-07-24,24,65,2023-6465,79228.94,79228.94
2023-05-02,2023-05-11,9,65,2023-6371,13089.67,13089.67
2014-12-31,2015-01-21,21,65,E14/648,15154.17,15154.17
2015-01-31,2015-02-24,24,65,E15/657,15154.17,15154.17
2015-02-28,2015-04-01,32,65,E15/662,15154.17,15154.17
2015-12-31,2016-01-12,12,65,2015/2804,16473.16,16473.16
2015-03-31,2015-04-15,15,65,E15/673,15557.24,15557.24
2015-04-30,2015-05-05,5,65,E15/686,15557.24,15557.24
2015-05-31,2015-06-08,8,65,2015/2407,15557.24,15557.24
2015-06-30,2015-07-12,12,65,2015/2464,15557.24,15557.24
2015-07-31,2015-08-05,5,65,2015/2509,15557.24,15557.24
2015-08-31,2015-09-30,30,65,2015/2588,15557.24,15557.24
2015-09-30,2015-12-06,67,65,2015/2615,15557.24,15557.24
2014-12-30,2015-01-25,26,65,2014/1029,5189.78,5189.78
2015-01-31,2015-02-26,26,65,2015/1047,5189.78,5189.78
2015-02-28,2015-03-30,30,65,2015/1058,5189.78,5189.78
2015-03-30,2015-04-21,22,65,2015/1075,5189.78,5189.78
2015-04-30,2015-05-05,5,65,2015/1092,5189.78,5189.78
2015-05-31,2015-06-08,8,65,2015/2409,5189.78,5189.78
2015-06-29,2015-07-12,13,65,2015/2455,5189.78,5189.78
2015-07-30,2015-08-05,6,65,2015/2529,5189.78,5189.78
2015-08-30,2015-09-30,31,65,2015/2575,5189.78,5189.78
2015-09-30,2015-12-06,67,65,2015/2621,5189.78,5189.78
2015-10-29,2015-12-16,48,65,2015/2678,5189.78,5189.78
2015-11-30,2015-12-16,16,65,2015/2741,5189.78,5189.78
2015-12-31,2016-01-12,12,65,2015/2799,5189.78,5189.78
2016-01-31,2016-02-17,17,65,2016/2867,5189.78,5189.78
2016-02-29,2016-03-30,30,65,2016/2922,5189.78,5189.78
2016-03-30,2016-11-24,239,65,2016/3002,5189.78,5189.78
2015-05-25,2015-09-08,106,66,2015/2394,61039.67,563.4
2015-05-25,2015-09-08,106,66,2015/2394,61039.67,563.41
2015-05-25,2015-09-08,106,66,2015/2394,61039.67,59912.86
2015-05-24,2015-08-25,93,66,2015/2392,21325.4,21325.4
2015-01-31,2015-03-08,36,66,LS15/0001,16694.93,16694.93
2015-01-31,2015-03-08,36,66,LS15/0001,16694.93,16694.93
2015-06-10,2015-08-25,76,66,2015/2433,17750.04,17750.04
2015-05-25,2015-09-08,106,66,2015/2396,35419.23,35419.23
2015-08-25,2017-01-23,517,66,2015/2560,25745.33,25745.33
2015-08-25,2017-01-23,517,66,2015/2561,21908.42,21908.42
2015-08-25,2017-01-23,517,66,2015/2562,18645.86,18645.86
2015-02-09,2016-12-31,691,66,LS15/0002,19558.96,65.67
2015-02-09,2017-01-23,714,66,LS15/0002,19558.96,2245.03
2015-02-09,2017-01-23,714,66,LS15/0002,19558.96,17248.26
2016-06-06,2016-09-07,93,67,2016/3109,119256.82,119256.82
2015-12-30,2016-04-30,122,67,2015/2824,65897.93,65897.93
2015-11-30,2016-01-10,41,67,2015/2770,131056.5,131056.5
2015-12-31,2016-04-30,121,67,2015/2823,54914.4,54914.4
2015-11-10,2015-11-10,0,67,2015/2717,71174.07,17793.52
2015-11-10,2015-11-15,5,67,2015/2717,71174.07,53380.55
2015-11-30,2016-01-19,50,67,2015/2771,71174.07,71174.07
2015-12-31,2016-12-31,366,67,2015/2836,71174.07,71174.07
2016-02-29,2016-04-30,61,67,2016/2930,71174.07,71174.07
2015-11-10,2015-11-10,0,67,2015/2718,20970.32,5242.58
2015-11-10,2015-11-15,5,67,2015/2718,20970.32,15727.74
2015-11-10,2015-11-10,0,67,2015/2719,20970.32,5242.58
2015-11-10,2016-12-31,417,67,2015/2719,20970.32,15727.74
2016-01-31,2016-04-30,90,67,2016/2881,20970.32,20970.32
2018-11-29,2019-03-06,97,68,2018/4520A,51282.74,51282.74
2018-10-25,2018-12-23,59,68,2018/4464A,28139.28,28139.28
2018-09-30,2018-10-14,14,68,2018/4442A,11847.49,11847.49
2018-09-18,2018-10-14,26,68,2018/4425A,10937.97,10937.97
2016-04-30,2016-06-05,36,69,2016/3057,49609.96,49609.96
2016-05-31,2016-07-12,42,69,2016/3100,11559.75,11559.75
2016-06-30,2016-08-31,62,69,2016/3160,11559.75,11559.75
2016-07-31,2016-08-31,31,69,2016/3208,11559.75,11559.75
2015-11-11,2016-07-12,244,69,2015/2721,11763.88,11763.88
2016-07-31,2016-08-31,31,69,2016/3208,5189.78,5189.78
2019-10-07,2019-11-06,30,70,2019-4920,51282.74,51282.74
2019-11-30,2019-12-29,29,71,2019-4982,143069.76,143069.76
2019-12-30,2020-01-22,23,71,2019-5013,64850.33,64850.33
2019-12-30,2020-01-22,23,71,2019-5013,64850.33,64850.33
2019-10-21,2019-10-30,9,71,2019-4934,66410.48,66410.48
2019-09-30,2019-10-24,24,71,2019-4898,39834.46,39834.46
2019-09-22,2019-10-24,32,71,2019-4892,35026.68,35026.68
2019-12-30,2020-01-22,23,71,2019-5016,7477.98,7477.98
2019-12-30,2020-01-22,23,71,2019-5016,7477.98,7477.98
2019-10-31,2019-11-11,11,71,2019-4955,5497.8,5497.8
2013-11-27,2015-12-31,764,72,2013/896-R1,261404.64,10.86
2013-11-27,2017-07-26,1337,72,2013/896-R1,261404.64,13269.17
2013-11-27,2015-12-31,764,72,2013/898,207528.89,8.48
2013-11-27,2017-07-26,1337,72,2013/898,207528.89,1004.73
2014-08-31,2015-04-22,234,72,2014/989,207528.89,98.69
2014-08-31,2015-04-22,234,72,2014/989,207528.89,80.57
2014-08-31,2015-04-28,240,72,2014/989,207528.89,98.69
2014-08-31,2015-04-28,240,72,2014/989,207528.89,80.57
2014-08-31,2015-12-31,487,72,2014/989,207528.89,8.48
2014-08-31,2015-04-22,234,72,2014/989,207528.89,98396.95
2014-08-31,2015-04-28,240,72,2014/989,207528.89,98396.95
2016-07-31,2016-08-23,23,72,2016/3198,65507.76,62.36
2016-07-31,2016-08-23,23,72,2016/3198,65507.76,65445.4
2019-10-07,2020-10-22,381,73,2019-4919,162509.16,81254.58
2019-10-07,2020-07-20,287,73,2019-4919,162509.16,81254.58
2019-09-30,2019-10-13,13,73,2019-4918,226883.58,226421.17
2019-09-30,2019-11-26,57,73,2019-4918,226883.58,462.41
2019-07-29,2019-08-05,7,73,2019-4824,50647.91,50544.68
2019-07-29,2019-08-05,7,73,2019-4824,50647.91,103.23
2022-04-25,2022-05-31,36,74,2022-5872,51282.74,51282.74
2022-08-31,2023-06-14,287,74,2022-6024,51282.74,51282.74
2023-08-23,2023-09-12,20,74,2023-6515,43350.71,43350.71
2019-04-11,2019-04-15,4,75,2019-4702,18889.41,18889.41
2019-05-30,2019-09-29,122,76,2019-4772,318636.94,318636.94
2019-09-30,2019-10-09,9,76,2019-4900,309153.58,309153.58
2019-06-30,2019-11-07,130,76,2019-4796,268343.06,268343.06
2019-09-30,2020-03-11,163,76,2019-4902,188417.41,188417.41
2019-11-13,2020-03-11,119,76,2019-4963,188417.41,188417.41
2018-07-26,2018-09-16,52,76,2018/4358,145781.59,145781.59
2018-10-31,2019-02-10,102,76,2018/4488,276610.18,276610.18
2019-09-30,2019-10-09,9,76,2019-4901,154566.35,128805.29
2019-09-30,2020-03-11,163,76,2019-4901,154566.35,25761.06
2019-01-31,2019-04-10,69,76,2019-4614,62305.38,62305.38
2019-03-31,2019-07-07,98,76,2019-4696,62305.38,62305.38
2022-06-14,2022-08-15,62,77,2022-5929,324115.63,324115.63
2022-10-31,2022-12-12,42,77,2022-6111,267635.82,267635.82
2022-12-12,2023-02-06,56,77,2022-6196,267635.82,267635.82
2022-06-14,2022-08-15,62,77,2022-5929,384753.01,384753.01
2022-10-31,2022-12-12,42,77,2022-6111,295512.33,295512.33
2022-12-12,2023-02-06,56,77,2022-6196,323821.02,323821.02
2022-06-14,2022-08-15,62,77,2022-5929,261427.62,261427.62
2022-03-31,2022-06-01,62,77,2022-5854,178525.51,178525.51
2022-10-31,2022-12-12,42,77,2022-6111,163206.17,163206.17
2022-12-12,2023-02-06,56,77,2022-6196,163206.17,163206.17
2022-03-31,2022-06-01,62,77,2022-5854,65044.16,65044.16
2022-03-31,2022-06-01,62,77,2022-5854,46776.05,46776.05
2023-07-19,2023-08-31,43,78,2023-6466,291319.21,291319.21
2023-10-31,2024-01-31,92,78,2023-6609,291319.21,291319.21
2015-09-30,2015-12-15,76,78,2015/2655,207229.59,196868.11
2015-09-30,2017-07-03,642,78,2015/2655,207229.59,10361.48
2023-05-11,2023-06-23,43,78,2023-6372,209466.25,208801.28
2023-05-11,2023-06-23,43,78,2023-6372,209466.25,664.97
2023-10-31,2024-01-31,92,78,2023-6596,157146.21,157146.21
2015-11-30,2016-02-04,66,78,2015/2731,158671.14,150737.59
2015-11-30,2017-07-03,581,78,2015/2731,158671.14,7933.55
2015-07-30,2015-10-20,82,78,2015/2533,91558.98,77545.55
2015-07-30,2017-07-03,704,78,2015/2533,91558.98,14013.44
2016-03-01,2016-04-12,42,78,2016/2945,43510.04,43510.04
2015-05-28,2015-08-13,77,78,2015/2399,72918.68,72918.68
2023-10-25,2024-01-31,98,78,2023-6592,72668.93,72668.93
2016-01-31,2016-03-09,38,78,2016/2882,96133.3,91326.63
2016-01-31,2017-07-03,519,78,2016/2882,96133.3,4806.66
2015-07-30,2015-10-20,82,78,2015/2533,34857.38,34857.38
2015-12-23,2016-03-09,77,78,2015/2796,43852.89,43852.89
2016-11-09,2016-11-22,13,78,2016/3358,69325.78,65859.49
2016-11-09,2017-07-03,236,78,2016/3358,69325.78,3466.29
2015-05-28,2015-08-13,77,78,2015/2399,41612.99,41612.99
2015-12-23,2016-03-09,77,78,2015/2796,47520.75,47520.75
2016-02-28,2016-04-12,44,78,2016/2916,32534.87,32534.87
2016-03-31,2017-05-10,405,78,2016/3007,20225.4,19214.13
2016-03-31,2017-07-03,459,78,2016/3007,20225.4,1011.27
2016-12-31,2017-05-15,135,78,2016/3445,31774.29,31774.29
2016-06-16,2016-08-11,56,78,2016/3113,19432.21,18460.6
2016-06-16,2017-07-03,382,78,2016/3113,19432.21,971.61
2016-03-31,2016-08-11,133,78,2016/3006,22217.95,21107.05
2016-03-31,2017-07-03,459,78,2016/3006,22217.95,1110.9
2015-11-08,2016-08-11,277,78,2015/2715,26128.72,24822.28
2015-11-08,2017-07-03,603,78,2015/2715,26128.72,1306.44
2015-12-23,2016-03-09,77,78,2015/2796,26128.72,17419.18
2015-12-23,2017-07-03,558,78,2015/2796,26128.72,8709.54
2015-12-29,2016-08-11,226,78,2015/2814,26128.72,24822.28
2015-12-29,2017-07-03,552,78,2015/2814,26128.72,1306.44
2016-03-01,2016-04-12,42,78,2016/2945,14304.75,14304.75
2016-04-28,2017-12-19,600,79,2016/3049,259893.21,259893.21
2016-04-28,2017-12-19,600,79,2016/3049,188529.81,188529.81
2022-08-31,2022-11-18,79,80,2022-6016,728407.52,509885.27
2022-08-31,2023-03-23,204,80,2022-6016,728407.52,218522.25
2022-03-01,2022-04-15,45,80,2022-5831,296317.02,207421.92
2022-03-01,2022-08-24,176,80,2022-5831,296317.02,85124.44
2022-03-01,2022-10-31,244,80,2022-5831,296317.02,3770.66
2022-03-30,2022-04-15,16,80,2022-5840,237986.56,237986.56
2022-03-30,2022-04-15,16,80,2022-5840,237986.56,237986.56
2022-05-31,2022-07-22,52,80,2022-5913,348597.63,244018.34
2022-05-31,2022-10-31,153,80,2022-5913,348597.63,104579.29
2022-03-30,2022-04-15,16,80,2022-5840,265113.5,97817.74
2022-03-30,2022-10-31,215,80,2022-5840,265113.5,167295.76
2022-03-30,2022-04-15,16,80,2022-5840,265113.5,97817.74
2023-11-30,2024-03-27,118,80,2023-6656,245598.87,221038.98
2023-03-31,2024-01-04,279,80,2023-6342,230989.31,230989.31
2022-07-31,2022-09-19,50,80,2022-5994,85845.09,60091.56
2022-07-31,2022-10-31,92,80,2022-5994,85845.09,25753.53
2023-10-31,2024-03-27,148,80,2023-6618,84040.35,75636.31
2022-04-30,2022-05-30,30,80,2022-5887,128732.63,90112.84
2022-04-30,2022-10-31,184,80,2022-5887,128732.63,38619.79
2023-02-28,2023-03-23,23,80,2023-6307,67480.02,67480.02
2022-12-31,2023-02-10,41,80,2022-6232,24253.35,16977.35
2022-12-31,2023-02-21,52,80,2022-6232,24253.35,7276.0
2022-11-30,2023-01-16,47,80,2022-6175,12287.12,60.85
2022-11-30,2023-01-16,47,80,2022-6175,12287.12,8540.14
2022-11-30,2023-03-23,113,80,2022-6175,12287.12,3686.14
2022-05-31,2022-07-22,52,80,2022-5914,26526.71,18568.7
2022-05-31,2022-10-31,153,80,2022-5914,26526.71,7958.01
2024-02-28,2024-03-27,28,80,2024-6750,24213.28,21791.95
2024-02-28,2024-03-27,28,80,2024-6751,13781.18,12403.06
2023-04-28,2024-03-27,334,80,2023-6386,9829.53,8846.58
2023-01-31,2023-03-23,51,80,2023-6268,11785.38,11785.38
2022-12-31,2023-02-10,41,80,2022-6240,11294.38,7906.07
2022-12-31,2023-02-21,52,80,2022-6240,11294.38,3388.31
2015-02-28,2015-04-01,32,81,2015/1056,23962.62,19.59
2015-02-28,2015-04-01,32,81,2015/1056,23962.62,23943.03
2014-04-30,2015-04-01,336,81,2014/2034,23953.71,23953.71
2019-03-17,2019-04-10,24,82,2019-4665,30793.94,30793.94
2019-03-17,2019-04-10,24,82,2019-4665,30793.94,30793.94
2017-12-20,2018-04-10,111,83,2017/4052,111850.34,111850.34
2018-04-12,2018-04-26,14,83,2018/4231,111850.34,111850.34
2018-04-12,2018-04-26,14,83,2018/4231,111850.34,111850.34
2018-01-31,2018-02-14,14,83,2018/4115,21065.86,21065.86
2018-01-31,2018-02-14,14,83,2018/4115,21065.86,21065.86
2018-06-28,2019-02-27,244,83,2018/4329,24610.79,24610.79
2018-02-08,2018-04-26,77,83,2018/4138,11446.48,11446.48
2018-02-08,2018-04-26,77,83,2018/4138,11446.48,11446.48
2018-05-31,2019-02-27,272,83,2018/4298,11446.48,11446.48
2018-03-29,2018-04-26,28,83,2018/4227,7602.54,7602.54
2018-03-29,2018-04-26,28,83,2018/4227,7602.54,7602.54
2017-08-06,2017-11-19,105,84,2017/3819,578007.05,132531.26
2017-08-06,2018-01-24,171,84,2017/3819,578007.05,355220.56
2017-08-06,2018-03-18,224,84,2017/3819,578007.05,90255.23
2017-08-06,2018-03-18,224,84,2017/3819,136342.86,104948.9
2017-08-06,2018-03-22,228,84,2017/3819,136342.86,31393.96
2018-03-29,2018-07-25,118,85,2018/4210,558470.79,558470.79
2018-03-29,2019-12-29,640,85,2018/4210,1043147.03,95067.83
2018-03-29,2018-07-25,118,85,2018/4210,1043147.03,948079.2
2017-10-31,2018-01-29,90,85,2017/3987,538772.41,538772.41
2017-10-31,2018-01-29,90,85,2017/3987,263105.58,263105.58
2018-05-31,2018-09-16,108,85,2018/4309,204634.61,204634.61
2018-05-31,2018-09-16,108,85,2018/4309,204634.61,204634.61
2018-06-28,2018-09-16,80,85,2018/4331,204634.61,204634.61
2018-06-28,2018-09-16,80,85,2018/4331,204634.61,204634.61
2018-07-29,2019-09-15,413,85,2018/4363,204634.61,204634.61
2018-07-29,2019-09-15,413,85,2018/4363,204634.61,204634.61
2019-12-29,2020-01-30,32,85,2019-5003,332643.09,332643.09
2018-03-29,2018-07-25,118,85,2018/4210,275902.24,275902.24
2017-07-31,2017-08-27,27,85,2017/3807,101592.31,101592.31
2017-12-31,2019-12-29,728,85,2017/4081,200471.71,10023.59
2017-12-31,2018-03-11,70,85,2017/4081,200471.71,190448.12
2018-03-29,2018-07-25,118,85,2018/4210,230257.35,230257.35
2019-12-29,2019-12-29,0,85,2019-5003,129507.51,8524.42
2019-12-29,2020-01-30,32,85,2019-5003,129507.51,120983.09
2017-10-31,2019-12-29,789,85,2017/3987,127268.12,3759.3
2017-10-31,2019-12-29,789,85,2017/3987,127268.12,50266.11
2017-10-31,2018-01-29,90,85,2017/3987,127268.12,73242.71
2018-08-30,2019-09-15,381,85,2018/4415,209466.25,209466.25
2018-08-30,2019-09-15,381,85,2018/4415,209466.25,209466.25
2017-05-30,2017-07-25,56,85,2017/3705,86963.86,86963.86
2017-04-17,2017-05-09,22,85,2017/3636,150002.43,150002.43
2017-10-31,2017-12-21,51,85,2017/3976,150002.43,150002.43
2017-05-30,2019-12-29,943,85,2017/3705,103665.41,20225.55
2017-05-30,2017-07-25,56,85,2017/3705,103665.41,83439.86
2017-07-31,2019-12-29,881,85,2017/3807,103665.41,6295.51
2017-07-31,2017-08-27,27,85,2017/3807,103665.41,97369.89
2017-09-30,2017-11-02,33,85,2017/3922,103665.41,103665.41
2017-10-31,2019-12-29,789,85,2017/3976,103665.41,5183.27
2017-10-31,2017-12-21,51,85,2017/3976,103665.41,98482.14
2018-05-31,2019-12-29,577,85,2018/4309,68992.39,3819.02
2018-05-31,2019-12-29,577,85,2018/4309,68992.39,21368.68
2018-05-31,2018-09-16,108,85,2018/4309,68992.39,43804.69
2018-06-28,2019-12-29,549,85,2018/4331,68992.39,20109.3
2018-06-28,2019-12-29,549,85,2018/4331,68992.39,5078.4
2018-06-28,2018-09-16,80,85,2018/4331,68992.39,43804.69
2018-07-29,2019-12-29,518,85,2018/4363,68992.39,18849.91
2018-07-29,2019-12-29,518,85,2018/4363,68992.39,6337.79
2018-07-29,2019-09-15,413,85,2018/4363,68992.39,43804.69
2017-05-30,2017-07-25,56,85,2017/3705,107074.02,107074.02
2017-07-31,2017-08-27,27,85,2017/3807,107074.02,107074.02
2017-08-30,2017-10-18,49,85,2017/3872,107074.02,107074.02
2017-08-30,2017-10-18,49,85,2017/3872,79795.37,79795.37
2017-04-17,2019-12-29,986,85,2017/3636,69302.74,2822.64
2017-04-17,2017-05-09,22,85,2017/3636,69302.74,66480.1
2017-04-17,2017-05-09,22,85,2017/3636,34665.31,34665.31
2017-09-30,2017-11-02,33,85,2017/3922,26613.89,26613.89
2017-10-31,2017-12-21,51,85,2017/3976,26613.89,26613.89
2017-08-30,2017-10-18,49,85,2017/3872,48570.34,48570.34
2017-05-30,2017-07-25,56,85,2017/3705,50514.61,50514.61
2017-07-31,2017-08-27,27,85,2017/3807,50514.61,50514.61
2017-09-30,2017-11-02,33,85,2017/3922,50514.61,50514.61
2017-10-31,2019-12-29,789,85,2017/3976,50514.61,14086.36
2017-10-31,2017-12-21,51,85,2017/3976,50514.61,36428.25
2017-09-30,2017-11-02,33,85,2017/3922,34898.94,34898.94
2018-03-29,2019-12-29,640,85,2018/4210,34059.22,34059.22
2017-04-17,2017-05-09,22,85,2017/3636,24087.99,24087.99
2018-03-29,2018-07-25,118,85,2018/4210,22304.51,22304.51
2017-08-30,2019-12-29,851,85,2017/3872,15154.17,9104.16
2017-08-30,2017-10-18,49,85,2017/3872,15154.17,6050.01
2018-08-30,2019-12-29,486,85,2018/4415,17435.27,5915.85
2018-08-30,2019-12-29,486,85,2018/4415,17435.27,11519.42
2017-07-31,2019-12-29,881,85,2017/3807,18194.74,18194.74
2018-03-29,2018-07-25,118,85,2018/4210,13852.59,13852.59
2018-03-29,2018-07-25,118,85,2018/4210,18722.47,18722.47
2018-03-29,2018-07-25,118,85,2018/4210,7487.5,7487.5
2017-04-17,2019-12-29,986,85,2017/3636,12307.09,12307.09
2017-09-30,2019-12-29,820,85,2017/3922,7188.86,7175.55
2017-09-30,2017-11-02,33,85,2017/3922,7188.86,13.31
2018-09-30,2019-01-21,113,86,2018/4432,205744.14,205744.14
2018-07-10,2018-10-14,96,86,2018/4350,138323.37,131736.55
2018-07-10,2019-02-17,222,86,2018/4350,138323.37,6586.83
2019-01-22,2019-02-17,26,86,2019-4590,229815.47,229815.47
2018-10-31,2019-01-21,82,86,2018/4489,87443.94,87443.94
2023-09-11,2023-11-21,71,87,2023-6550,426668.17,426668.17
2023-09-30,2024-01-23,115,87,2023-6581,703126.57,703126.57
2022-12-31,2023-09-07,250,87,2022-6220,591861.95,591861.95
2023-09-11,2023-11-21,71,87,2023-6550,536760.78,536760.78
2023-09-30,2024-01-23,115,87,2023-6581,340186.03,340186.03
2023-12-31,2024-03-06,66,87,2023-6680,512106.81,512106.81
2023-12-31,2024-03-06,66,87,2023-6680,512106.81,512106.81
2022-12-31,2023-09-07,250,87,2022-6220,524922.29,524922.29
2023-01-31,2023-11-21,294,87,2023-6256,335133.71,335133.71
2023-12-31,2024-03-06,66,87,2023-6680,232336.93,232336.93
2023-12-31,2024-03-06,66,87,2023-6680,232336.93,232336.93
2023-01-31,2023-11-21,294,87,2023-6256,406518.96,406518.96
2023-07-31,2023-10-24,85,87,2023-6467,381990.11,381990.11
2024-02-29,2024-03-28,28,87,2024-6745,307011.56,307011.56
2023-07-31,2023-10-24,85,87,2023-6467,291319.21,291319.21
2023-12-31,2024-03-06,66,87,2023-6680,208800.7,208800.7
2023-12-31,2024-03-06,66,87,2023-6680,268223.28,268223.28
2023-07-31,2023-11-08,100,87,2023-6473,209466.25,209466.25
2023-05-15,2023-09-07,115,87,2023-6405,141538.17,141538.17
2023-12-31,2024-03-06,66,87,2023-6680,92159.15,92159.15
2023-12-31,2024-03-06,66,87,2023-6680,44314.84,44314.84
2024-02-29,2024-03-28,28,87,2024-6745,54682.35,54682.35
2017-09-26,2017-12-12,77,88,2017/3907,69096.24,36114.74
2017-09-26,2018-01-10,106,88,2017/3907,69096.24,32981.5
2018-07-23,2018-08-14,22,88,2018/4357,46446.24,46446.24
2017-11-21,2018-08-02,254,88,2017/4005A,41678.16,20839.08
2017-11-21,2018-08-02,254,88,2017/4005A,41678.16,20839.08
2016-07-31,2017-04-06,249,89,2016/3178,129434.47,129434.47
2016-05-31,2016-06-30,30,89,2016/3085,97675.38,13953.63
2016-05-31,2016-06-12,12,89,2016/3085,97675.38,83721.76
2016-06-30,2016-07-18,18,89,2016/3153,106691.43,106691.43
2016-06-30,2016-07-18,18,89,2016/3153,127360.07,127360.07
2017-08-30,2018-08-01,336,89,2017/3875,57110.03,57110.03
2017-07-31,2017-10-31,92,89,2017/3812,107074.02,107074.02
2016-09-29,2017-04-06,189,89,2016/3288,56922.38,56922.38
2017-06-04,2017-10-31,149,89,2017/3727,69302.74,69302.74
