Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount
2017-08-31,2018-02-27,180,214,2017/3902,75621.75,75621.75
2018-06-28,2018-09-23,87,214,2018/4339,71551.42,71551.42
2018-09-30,2020-06-18,627,214,2018/4447,58978.33,58978.33
2017-08-22,2018-08-16,359,214,2017/3860,59311.27,59311.27
2017-08-24,2018-01-02,131,214,2017/3865,62574.25,62574.25
2019-02-28,2020-06-18,476,214,2019-4655,32143.52,32143.52
2018-11-29,2020-06-18,567,214,2018/4511,34429.84,34429.84
2016-03-22,2016-04-28,37,214,2016/2971,27940.73,27940.73
2017-12-31,2018-05-16,136,214,2017/4078,39390.67,39390.67
2018-11-29,2020-06-18,567,214,2018/4510,28256.84,28256.84
2019-01-31,2020-06-18,504,214,2019-4597,57471.79,57471.79
2018-07-30,2018-10-22,84,214,2018/4374,51930.45,51930.45
2018-08-30,2018-10-22,53,214,2018/4411,51930.45,51930.45
2018-09-30,2019-01-27,119,214,2018/4437A,51930.45,51930.45
2018-10-31,2019-01-27,88,214,2018/4478,51930.45,51930.45
2018-11-29,2019-01-27,59,214,2018/4523,51930.45,51930.45
2018-12-24,2019-01-27,34,214,2018/4538,51930.45,51930.45
2019-01-31,2020-06-18,504,214,2019-4596,51930.45,51930.45
2017-09-30,2017-12-31,92,214,2017/3947,33173.36,33173.36
2017-10-31,2017-12-31,61,214,2017/3970,33173.36,33173.36
2017-11-29,2017-12-31,32,214,2017/4020,33173.36,33173.36
2017-12-31,2018-05-16,136,214,2017/4077,33173.36,33173.36
2018-01-31,2018-05-16,105,214,2018/4129,33173.36,33173.36
2018-02-28,2018-05-16,77,214,2018/4155,33173.36,33173.36
2018-03-27,2018-07-30,125,214,2018/4198,33173.36,33173.36
2018-04-30,2018-07-30,91,214,2018/4248,33173.36,33173.36
2018-02-28,2018-05-16,77,214,2018/4155,33173.36,33173.36
2018-05-31,2018-07-30,60,214,2018/4292,33173.36,33173.36
2018-06-28,2018-10-22,116,214,2018/4323,33173.36,33173.36
2016-06-21,2016-08-28,68,214,2016/3123,32837.62,32837.62
2019-03-29,2020-06-30,459,214,2019-4695,40916.74,40916.74
2019-01-31,2020-06-18,504,214,2019-4598,42839.27,42839.27
2017-01-08,2017-07-09,182,214,2017/3469,36398.04,36398.04
2018-02-28,2018-05-16,77,214,2018/4156,17847.74,17847.74
2018-02-28,2018-05-16,77,214,2018/4156,17847.74,17847.74
2018-09-30,2020-06-18,627,214,2018/4448,27396.9,27396.9
2017-12-18,2018-02-11,55,214,2017/4050,26980.46,26980.46
2016-09-22,2017-01-23,123,214,2016/3269,43816.85,43816.85
2019-07-15,2020-06-30,351,214,2019-4817,27605.04,27605.04
2017-05-18,2017-08-27,101,214,2017/3685,24285.82,24285.82
2017-12-31,2018-05-16,136,214,2017/4079,18718.61,18718.61
2016-01-31,2016-03-22,51,214,2016/2888,15012.7,15012.7
2016-11-30,2018-01-28,424,214,2016/3401,16752.41,16752.41
2019-07-15,2020-06-30,351,214,2019-4818,20380.97,20380.97
2018-09-30,2020-06-18,627,214,2018/4449,26089.38,26089.38
2018-09-30,2020-06-18,627,214,2018/4443,19843.35,19843.35
2015-11-25,2015-12-28,33,214,2015/2729,9693.09,9693.09
2017-08-22,2018-08-16,359,214,2017/3859,25829.75,25829.75
2018-09-30,2020-06-18,627,214,2018/4444,21473.05,21473.05
2017-08-22,2018-08-16,359,214,2017/3858,19979.32,19979.32
2017-08-22,2018-08-16,359,214,2017/3861,12816.57,12816.57
2019-05-30,2020-06-30,397,214,2019-4755B,8262.02,8262.02
2017-12-18,2018-02-11,55,214,2017/4049,13940.3,13940.3
2016-02-16,2016-02-16,0,214,JV160209,8493.63,8493.63
2017-12-31,2018-02-28,59,214,JV171268,14190.44,12607.44
2017-12-31,2018-02-11,42,214,JV171268,14190.44,1583.0
2016-12-29,2018-01-28,395,214,2016/3426,9821.99,9821.99
2017-01-31,2017-03-16,44,214,2017/3524,9821.99,9821.99
2017-08-22,2018-08-16,359,214,2017/3862,8728.97,8728.97
2015-12-08,2015-12-31,23,214,2015/2782,9637.28,281.06
2015-12-08,2016-03-22,105,214,2015/2782,9637.28,9356.22
2016-12-29,2017-06-30,183,215,2016/3434,76840.45,45.27
2016-12-29,2016-12-29,0,215,2016/3434,76840.45,34.92
2016-12-29,2017-01-19,21,215,2016/3434,76840.45,16945.63
2016-12-29,2017-02-19,52,215,2016/3434,76840.45,23670.92
2016-12-29,2017-04-13,105,215,2016/3434,76840.45,23716.19
2016-12-29,2017-04-17,109,215,2016/3434,76840.45,11858.09
2016-12-29,2017-09-14,259,215,2016/3434,76840.45,569.42
2016-11-30,2017-01-19,50,215,2016/3401A,60327.18,60327.18
2016-09-30,2016-10-09,9,215,2016/3295,83514.83,83514.83
2016-08-31,2016-09-07,7,215,2016/3257,51615.0,51615.0
2017-01-31,2018-12-31,699,215,2017/3523,30789.1,8972.82
2017-01-31,2017-09-14,226,215,2017/3523,30789.1,21816.28
2017-06-29,2018-12-31,550,215,2017/3773,21584.29,21584.29
2017-08-30,2018-12-31,488,215,2017/3899,21584.29,21584.29
2017-01-31,2017-09-14,226,215,2017/3497,26258.08,26258.08
2016-12-29,2017-01-19,21,215,2016/3434,26636.54,26636.54
2017-01-31,2017-09-14,226,215,2017/3520,26636.54,26636.54
2016-12-30,2017-04-17,108,215,2016/3462,14868.0,14868.0
2017-01-31,2017-09-14,226,215,2017/3523,16303.33,16303.33
2016-10-31,2017-01-19,80,215,2016/3350,12026.09,12026.09
2016-08-31,2016-09-07,7,215,2016/3257,14579.48,14579.48
2014-09-30,2015-09-06,341,216,2014/1001,225136.2,225136.2
2014-10-30,2019-03-31,1613,216,2014/1012,225136.2,225136.2
2014-08-31,2015-02-04,157,216,2014/983,218823.83,218823.83
2015-06-30,2019-03-31,1370,216,2015/2424,64280.16,64280.16
2015-06-30,2019-03-31,1370,216,2015/2424,40185.71,39805.77
2015-06-30,2019-03-31,1370,216,2015/2424,40185.71,379.94
2015-06-30,2019-03-31,1370,216,2015/2424,12736.3,12736.3
2017-01-10,2017-02-19,40,217,2017/3473,102796.62,102796.62
2016-12-29,2017-02-19,52,217,2016/3448,62890.31,62890.31
2016-11-30,2017-02-19,81,217,2016/3411,52452.44,52452.44
2016-11-24,2016-12-20,26,217,2016/3375,41670.12,41670.12
2017-02-09,2019-03-31,780,217,2017/3516,13421.12,13421.12
2016-11-17,2017-03-09,112,218,2016/3364,236074.5,236074.5
2017-03-09,2017-12-18,284,218,2017/3569,121661.69,48664.68
2017-03-09,2017-05-17,69,218,2017/3569,121661.69,72997.02
2017-04-30,2017-05-17,17,218,2017/3671,84380.08,84380.08
2017-06-29,2017-07-12,13,218,2017/3753,104232.2,104232.2
2017-05-23,2017-06-08,16,218,2017/3691,52024.97,52024.97
2017-04-30,2017-05-17,17,218,2017/3671,49640.59,49640.59
2017-05-14,2017-05-17,3,218,2017/3682,73547.41,73547.41
2016-11-17,2017-03-09,112,218,2016/3364,45727.53,45727.53
2016-10-03,2016-10-27,24,218,2016/3297,25512.0,25512.0
2017-10-31,2017-12-17,47,218,2017/3966,32276.48,32276.48
2017-10-31,2017-12-17,47,218,2017/3966,27885.61,27885.61
2017-03-28,2017-04-18,21,218,2017/3587,20225.4,20225.4
2017-08-30,2017-12-17,109,218,2017/3896,20225.4,20225.4
2017-11-29,2017-12-27,28,218,2017/4025,12736.3,12736.3
2017-12-31,2018-01-28,28,218,2017/4086,12736.3,12736.3
2017-07-31,2017-08-20,20,218,2017/3848,16473.16,16473.16
2017-06-29,2017-07-12,13,218,2017/3753,7546.75,7546.75
2017-07-05,2017-07-12,7,218,2017/3780,7546.75,7546.75
2017-04-30,2017-05-17,17,218,2017/3671,5189.78,5189.78
2017-05-31,2017-06-08,8,218,2017/3706,5189.78,5189.78
2017-10-31,2017-12-17,47,218,2017/3958,5189.78,5189.78
2017-11-29,2017-12-17,18,218,2017/4016,5189.78,5189.78
2017-11-29,2017-12-27,28,218,2017/4025,5189.78,5189.78
2017-12-31,2018-01-28,28,218,2017/4086,5189.78,5189.78
2017-03-30,2017-04-08,9,219,2017/3589,150501.22,50167.07
2017-03-30,2017-05-16,47,219,2017/3589,150501.22,100334.15
2017-09-04,2017-09-10,6,219,2017/3888,57491.5,57491.5
2017-09-04,2017-09-10,6,219,2017/3888,57491.5,57491.5
2017-02-20,2017-03-20,28,219,2017/3531,25412.35,25412.35
2017-09-04,2018-10-02,393,219,2017/3888,26886.55,26886.55
2019-10-30,2020-03-18,140,220,2019-4942,206087.64,206087.64
2019-08-06,2019-08-25,19,220,2019-4847,77704.19,77704.19
2019-10-30,2020-03-18,140,220,2019-4942,148240.84,148240.84
2019-08-06,2019-08-25,19,220,2019-4847,77327.17,103.1
2019-08-06,2019-08-25,19,220,2019-4847,77327.17,77224.06
2017-03-30,2019-03-31,731,221,2017/3590,17385.9,17385.9
2015-06-08,2015-11-03,148,222,2015/2429,84976.2,84976.2
2015-06-08,2015-11-03,148,222,2015/2430,70625.13,70625.13
2014-12-31,2015-05-20,140,222,2014/2251,36055.9,9013.97
2014-12-31,2015-05-20,140,222,2014/2251,36055.9,15153.65
2014-12-31,2015-05-20,140,222,2014/2251,36055.9,11888.27
2015-04-30,2015-05-20,20,222,2015/2367,42535.58,12760.22
2015-04-30,2015-05-20,20,222,2015/2367,42535.58,29775.36
2014-12-31,2015-05-20,140,222,2014/2252,59577.03,59577.03
2015-04-30,2015-05-20,20,222,2015/2368,43786.73,43786.73
2015-02-17,2015-05-20,92,222,2015/2293,16670.67,16670.67
2015-02-17,2015-05-20,92,222,2015/2294,15954.07,11163.3
2015-02-17,2015-05-20,92,222,2015/2294,15954.07,4790.77
2015-07-13,2015-12-22,162,222,2015/2497,7736.87,7736.87
2015-12-31,2015-12-31,0,223,JV1512115,52452.44,52452.44
2015-08-31,2018-04-23,966,224,2015/2605,11559.75,11559.75
2015-12-31,2016-02-08,39,224,2015/2828,11559.75,11559.75
2016-01-31,2016-02-08,8,224,2016/2893,11559.75,11559.75
2016-02-29,2016-06-16,108,224,2016/2939,11559.75,11559.75
2016-03-30,2016-06-16,78,224,2016/2981,11559.75,11559.75
2014-12-16,2015-01-08,23,224,2014/2235,16953.53,16953.53
2014-10-31,2015-01-08,69,224,2014/2183,16473.16,16473.16
2015-10-29,2015-12-20,52,224,2015/2695,7546.75,7546.75
2015-12-31,2016-02-08,39,224,2015/2828,7546.75,7546.75
2022-02-28,2022-04-18,49,225,2022-5824,168831.95,168831.95
2022-05-31,2022-07-20,50,225,2022-5918,168831.95,11255.46
2022-05-31,2022-07-20,50,225,2022-5918,168831.95,146321.03
2022-05-31,2022-07-20,50,225,2022-5918,168831.95,11255.46
2022-07-21,2022-08-22,32,225,2022-5970,82382.52,82382.52
2022-03-31,2022-07-20,111,225,2022-5864B,79228.94,79228.94
2022-07-21,2022-08-22,32,225,2022-5969,36055.9,36055.9
2022-02-28,2022-04-18,49,225,2022-5824,21507.68,21507.68
2022-05-31,2022-07-20,50,225,2022-5918,21507.68,10753.84
2022-05-31,2022-08-22,83,225,2022-5918,21507.68,10753.84
2022-07-21,2022-08-22,32,225,2022-5970,17481.45,17481.45
2018-01-31,2018-01-31,0,226,11247,111144.97,65809.52
2018-01-31,2018-01-31,0,226,11247,111144.97,21936.51
2018-01-31,2018-01-31,0,226,11247,111144.97,23398.94
2018-01-31,2018-01-31,0,226,11247,111144.97,21936.51
2018-01-31,2018-01-31,0,226,11247,111144.97,23398.94
2018-01-31,2018-01-31,0,226,11247,111144.97,65809.52
2017-12-31,2018-01-14,14,226,2017/4067,34665.31,0.15
2017-12-31,2018-01-14,14,226,2017/4067,34665.31,34665.16
2017-12-31,2018-01-14,14,226,2017/4067,14971.52,14971.52
2017-12-31,2018-01-14,14,226,2017/4067,16577.92,16577.92
2022-09-14,2022-11-29,76,226,2022-6053,12994.32,2.37
2022-09-14,2022-11-29,76,226,2022-6053,12994.32,12991.95
2022-10-14,2023-03-27,164,226,2022-6100,12994.32,2.37
2022-10-14,2023-03-27,164,226,2022-6100,12994.32,12991.95
2022-11-15,2024-05-16,548,226,2022-6147,12994.32,12994.32
2015-10-31,2015-11-12,12,227,2015/2713,878746.54,112.46
2015-10-31,2015-11-12,12,227,2015/2713,878746.54,878634.07
2015-07-30,2015-09-01,33,227,2015/2540,613841.39,613841.39
2015-11-30,2015-12-16,16,227,2015/2780,879710.52,879710.52
2016-07-31,2016-08-28,28,227,2016/3213,365991.89,365991.89
2015-03-31,2015-04-19,19,227,2015/2348,474732.7,474732.7
2015-02-17,2015-04-19,61,227,2015/2301,342739.07,342739.07
2016-07-25,2016-08-28,34,227,2016/3183,182744.79,182744.79
2015-07-31,2015-09-01,32,227,2015/2535,435653.55,435653.55
2016-07-25,2016-08-28,34,227,2016/3183,293895.25,293895.25
2017-04-20,2019-03-31,710,227,2017/3645,208436.72,208436.72
2015-04-22,2015-05-17,25,227,2015/2357,358810.73,93.44
2015-04-22,2015-05-17,25,227,2015/2357,358810.73,358717.28
2015-02-17,2015-04-19,61,227,2015/2302,213572.91,213572.91
2015-02-28,2015-04-21,52,227,2015/1059,342544.49,2725.2
2015-02-28,2015-04-21,52,227,2015/1059,342544.49,235.09
2015-02-28,2015-04-21,52,227,2015/1059,342544.49,339584.21
2016-12-29,2017-02-26,59,227,2016/3464,310487.64,310487.64
2017-01-31,2019-03-31,789,227,2017/3508,260828.29,260828.29
2015-12-22,2016-01-26,35,227,2015/2794,252410.03,252410.03
2016-03-31,2016-05-19,49,227,2016/3003,124655.87,48.18
2016-03-31,2016-05-19,49,227,2016/3003,124655.87,124607.7
2016-11-27,2016-12-28,31,227,2016/3381,230079.61,230079.61
2015-08-30,2015-09-27,28,227,2015/2585,122424.4,122424.4
2015-06-09,2015-09-27,110,227,2015/2432,167377.52,76.5
2015-06-09,2015-09-27,110,227,2015/2432,167377.52,76.5
2015-06-09,2015-09-27,110,227,2015/2432,167377.52,76.5
2015-06-09,2015-09-27,110,227,2015/2432,167377.52,167148.01
2016-01-31,2016-03-23,52,227,2016/2869,242002.39,242002.39
2016-08-08,2016-08-28,20,227,2016/3214,222846.77,222846.77
2015-06-22,2015-07-02,10,227,2015/2442,151413.01,78.55
2015-06-22,2015-07-02,10,227,2015/2442,151413.01,151334.46
2016-06-22,2016-08-06,45,227,2016/3124,92155.51,92155.51
2016-09-07,2016-10-30,53,227,2016/3267,156621.03,156621.03
2015-06-30,2015-07-26,26,227,2015/2474,108509.1,61.93
2015-06-30,2015-07-26,26,227,2015/2474,108509.1,61.93
2015-06-30,2015-07-26,26,227,2015/2474,108509.1,108385.24
2016-11-20,2016-12-28,38,227,2016/3369,169750.56,169750.56
2016-08-08,2016-08-28,20,227,2016/3214,92303.37,92303.37
2015-10-31,2015-11-11,11,227,2015/2689,136719.84,136719.84
2018-02-28,2019-03-31,396,227,2018/4172,113865.92,113865.92
2015-08-30,2015-09-27,28,227,2015/2585,145647.31,145647.31
2015-11-30,2015-12-16,16,227,2015/2752,140989.19,140989.19
2017-01-31,2019-03-31,789,227,2017/3486,102877.59,102877.59
2017-01-08,2017-03-01,52,227,2017/3470,119177.94,119177.94
2015-09-30,2015-10-18,18,227,2015/2653,120954.25,108.1
2015-09-30,2015-10-18,18,227,2015/2653,120954.25,120846.15
2016-03-20,2016-05-19,60,227,2016/2966,78263.89,78263.89
2016-04-20,2016-05-19,29,227,2016/3019,117654.24,117654.24
2016-07-31,2016-08-28,28,227,2016/3213,101069.19,101069.19
2015-07-30,2015-09-03,35,227,2015/2545,44736.5,42.4
2015-07-30,2015-09-03,35,227,2015/2545,44736.5,42.4
2015-07-30,2015-09-03,35,227,2015/2545,44736.5,44651.7
2017-01-19,2017-04-05,76,227,2017/3475,98528.98,9126.9
2017-01-19,2019-03-31,801,227,2017/3475,98528.98,89402.09
2015-06-30,2015-07-26,26,227,2015/2474,42443.38,42443.38
2016-01-31,2016-03-23,52,227,2016/2869,96133.3,96133.3
2016-01-06,2016-03-23,77,227,2016/2849,63554.98,75.12
2016-01-06,2016-03-23,77,227,2016/2849,63554.98,74.56
2016-01-06,2016-03-23,77,227,2016/2849,63554.98,63405.3
2016-04-20,2016-05-19,29,227,2016/3019,64127.99,64127.99
2015-03-30,2015-04-21,22,227,2015/1078,64801.23,64801.23
2015-04-23,2015-05-12,19,227,2015/1083,81941.89,81941.89
2016-12-15,2017-02-16,63,227,2016/3419,78538.81,78538.81
2015-06-30,2015-07-26,26,227,2015/2458,76238.01,76238.01
2015-04-23,2015-05-12,19,227,2015/1083,67325.08,89.65
2015-04-23,2015-05-12,19,227,2015/1083,67325.08,67235.43
2015-06-30,2015-07-26,26,227,2015/2458,54369.31,54369.31
2016-08-08,2016-08-28,20,227,2016/3214,75539.36,75539.36
2017-03-30,2019-03-31,731,227,2017/3606,41024.56,41024.56
2015-06-30,2015-07-26,26,227,2015/2474,65111.57,65111.57
2015-04-23,2015-05-12,19,227,2015/1088,76296.44,113.64
2015-04-23,2015-05-12,19,227,2015/1088,76296.44,76182.8
2015-11-30,2015-12-16,16,227,2015/2752,76296.44,76296.44
2015-04-23,2015-05-12,19,227,2015/1088,80294.03,80294.03
2016-03-15,2016-05-19,65,227,2016/2957,47346.78,47346.78
2015-08-31,2015-09-27,27,227,2015/2598,52452.44,52452.44
2016-08-31,2016-10-10,40,227,2016/3241,36986.47,36925.77
2016-08-31,2016-10-10,40,227,2016/3241,36986.47,60.7
2017-02-07,2019-03-31,782,227,2017/3511,61691.96,61691.96
2015-09-30,2015-10-19,19,227,2015/2636,52654.29,93.37
2015-09-30,2015-10-19,19,227,2015/2636,52654.29,93.37
2015-09-30,2015-10-19,19,227,2015/2636,52654.29,52467.56
2017-01-31,2019-03-31,789,227,2017/3513,37316.87,37316.87
2015-12-31,2016-01-26,26,227,2015/2834,63654.98,63654.98
2016-12-20,2017-02-16,58,227,2016/3422,34461.65,34461.65
2016-01-31,2016-03-23,52,227,2016/2869,51122.73,51122.73
2017-01-31,2019-03-31,789,227,2017/3508,58355.51,58355.51
2016-06-16,2016-08-06,51,227,2016/3115,51257.23,51257.23
2015-11-30,2015-12-16,16,227,2015/2752,23700.4,23700.4
2015-12-31,2016-01-26,26,227,2015/2846,23700.4,23700.4
2016-10-09,2016-11-03,25,227,2016/3312,29067.97,29067.97
2015-04-23,2015-05-12,19,227,2015/1083,34112.18,34112.18
2015-07-30,2015-09-03,35,227,2015/2549,42506.22,42506.22
2015-12-31,2016-01-26,26,227,2015/2834,42506.22,42506.22
2015-09-30,2015-10-19,19,227,2015/2637,50127.52,50127.52
2016-07-31,2016-08-28,28,227,2016/3210,45789.24,45789.24
2015-04-23,2015-05-12,19,227,2015/1088,19900.16,19900.16
2017-01-31,2019-03-31,789,227,2017/3508,50514.61,50514.61
2017-02-07,2019-03-31,782,227,2017/3511,35087.16,35087.16
2015-11-30,2015-12-16,16,227,2015/2752,44438.86,44438.86
2017-02-28,2019-03-31,761,227,2017/3549,26842.54,26842.54
2015-06-30,2015-07-26,26,227,2015/2458,39623.95,39623.95
2017-02-28,2019-03-31,761,227,2017/3549,16111.23,16111.23
2017-01-08,2017-03-01,52,227,2017/3470,39066.75,39066.75
2015-06-30,2015-07-26,26,227,2015/2474,21841.06,21841.06
2015-04-23,2015-05-12,19,227,2015/1083,14485.0,14485.0
2015-04-23,2015-05-12,19,227,2015/1088,34785.61,34785.61
2015-04-23,2015-05-12,19,227,2015/1088,13133.81,13133.81
2015-04-23,2015-05-12,19,227,2015/1083,25603.95,25603.95
2015-09-30,2015-10-19,19,227,2015/2636,16872.04,16872.04
2015-04-23,2015-05-12,19,227,2015/1083,11884.54,11884.54
2015-04-23,2015-05-12,19,227,2015/1088,30224.09,30224.09
2015-12-31,2016-01-26,26,227,2015/2834,18039.91,18039.91
2015-04-23,2015-05-12,19,227,2015/1083,14982.36,14982.36
2016-09-21,2016-11-03,43,227,2016/3268,13403.82,13403.82
2015-10-31,2015-11-11,11,227,2015/2689,17581.36,70.24
2015-10-31,2015-11-11,11,227,2015/2689,17581.36,17511.12
2015-09-30,2015-10-19,19,227,2015/2637,11191.76,11191.76
2017-03-30,2019-03-31,731,227,2017/3608,10946.62,10946.62
2015-07-27,2015-09-01,36,227,2015/2515,5803.96,40.15
2015-07-27,2015-09-01,36,227,2015/2515,5803.96,40.15
2015-07-27,2015-09-01,36,227,2015/2515,5803.96,40.15
2015-07-27,2015-09-01,36,227,2015/2515,5803.96,5683.52
2017-05-17,2019-03-31,683,227,2017/3684,10209.38,10209.38
2017-03-30,2019-03-31,731,227,2017/3606,13496.68,13496.68
2017-07-11,2017-09-25,76,228,2017/3788,58932.1,58932.1
2016-08-21,2017-01-26,158,228,2016/3221,76979.34,76979.34
2016-07-20,2016-09-25,67,228,2016/3173,52452.44,52452.44
2016-06-30,2016-07-17,17,228,2016/3151,32276.48,32276.48
2016-06-16,2016-06-30,14,228,2016/3117,27885.61,27885.61
2016-06-30,2016-07-17,17,228,2016/3151,27885.61,27885.61
2016-09-30,2017-01-29,121,228,2016/3294,20225.4,20225.4
2017-09-30,2017-12-12,73,228,2017/3926,22207.52,4827.72
2017-09-30,2018-03-08,159,228,2017/3926,22207.52,17379.8
2018-01-31,2018-03-08,36,228,2018/4124,28174.11,28174.11
2017-08-30,2017-12-12,104,228,2017/3901,14832.19,14832.19
2017-10-31,2017-11-29,29,228,2017/3973,14832.19,14832.19
2017-11-29,2018-03-08,99,228,2017/4023,14832.19,14832.19
2017-12-31,2018-03-08,67,228,2017/4084,14832.19,14832.19
2018-01-31,2018-03-08,36,228,2018/4124,18722.47,18722.47
2016-08-21,2016-09-25,35,228,2016/3221,5189.78,5189.78
2016-09-07,2017-01-26,141,228,2016/3262,5189.78,5189.78
2016-11-30,2017-01-10,41,228,2016/3412,5189.78,5189.78
2017-08-30,2017-12-12,104,228,2017/3901,5189.78,5189.78
2015-06-30,2015-07-21,21,229,2015/2480,60959.29,14343.36
2015-06-30,2015-08-10,41,229,2015/2480,60959.29,46615.93
2015-12-31,2016-01-28,28,229,2015/2843,63581.85,63581.85
2015-07-30,2015-08-10,11,229,2015/2519,33316.25,33316.25
2015-06-30,2016-03-02,246,229,2015/2485,27885.61,27885.61
2015-07-30,2016-03-02,216,229,2015/2523,27885.61,27885.61
2015-08-31,2016-03-02,184,229,2015/2603,27885.61,27885.61
2015-09-29,2016-03-02,155,229,2015/2650,27885.61,27885.61
2015-10-29,2016-07-25,270,229,2015/2692,27885.61,27885.61
2015-11-30,2016-07-25,238,229,2015/2754,27885.61,27885.61
2015-12-31,2016-07-25,207,229,2015/2832,27885.61,27885.61
2016-01-31,2017-01-23,358,229,2016/2892,27885.61,27885.61
2016-02-29,2017-01-23,329,229,2016/2942,27885.61,27885.61
2016-03-30,2017-01-23,299,229,2016/2977,27885.61,27885.61
2016-04-30,2017-01-23,268,229,2016/3056,27885.61,27885.61
2016-05-31,2018-01-04,583,229,2016/3099,27885.61,27885.61
2015-08-31,2015-09-30,30,229,2015/2596,14971.52,14971.52
2015-09-29,2015-10-26,27,229,2015/2649,14971.52,14971.52
2015-10-29,2015-12-09,41,229,2015/2691,14971.52,14971.52
2016-01-31,2016-08-08,190,229,2016/2894,14971.52,14971.52
2014-08-31,2015-04-01,213,229,2014/2139,15557.24,15557.24
2014-09-30,2015-03-03,154,230,2014/2156,110579.72,56844.2
2014-09-30,2015-05-20,232,230,2014/2156,110579.72,53735.53
2014-10-30,2015-05-20,202,230,2014/2195,26344.84,26344.84
2014-11-30,2015-07-26,238,230,2014/2220,14832.19,14832.19
2014-12-31,2015-07-26,207,230,2014/2242,15728.41,15728.41
2014-09-30,2015-01-08,100,231,2014/2175,5189.78,5189.78
2014-10-31,2015-01-08,69,231,2014/2192,5189.78,5189.78
2022-08-31,2022-11-07,68,232,2022-6017,240537.44,240537.44
2023-04-28,2023-06-12,45,232,2023-6396,338971.39,338971.39
2022-03-08,2022-03-15,7,232,2022-5835,267821.95,267821.95
2022-05-25,2022-09-08,106,232,2022-5900,131557.11,131557.11
2023-01-31,2023-03-13,41,232,2023-6254,181350.31,181350.31
2023-01-31,2023-03-29,57,232,2023-6253,95205.65,793.38
2023-01-31,2023-06-01,121,232,2023-6253,95205.65,94412.27
2022-07-31,2022-09-08,39,232,2022-5996,84992.02,84992.02
2022-10-31,2023-04-03,154,232,2022-6136,51532.03,51532.03
2022-08-31,2023-03-28,209,232,2022-6019,78734.87,78734.87
2023-05-31,2023-08-28,89,232,2023-6439,75375.29,75375.29
2022-07-31,2022-09-08,39,232,2022-5995,54714.89,54714.89
2022-05-31,2022-09-08,100,232,2022-5915,39705.3,39705.3
2022-04-30,2022-06-08,39,232,2022-5888,43708.08,43708.08
2022-06-30,2022-09-08,70,232,2022-5945,53170.96,10225.19
2022-06-30,2022-09-08,70,232,2022-5945,53170.96,42945.77
2022-10-31,2023-03-29,149,232,2022-6135,27365.17,27365.17
2023-01-31,2023-03-29,57,232,2023-6253,31409.95,31409.95
2023-01-31,2023-03-29,57,232,2023-6253,40877.15,40877.15
2022-09-30,2023-03-13,164,232,2022-6085,35831.95,35831.95
2023-05-31,2023-07-17,47,232,2023-6440,12701.79,12701.79
2023-01-31,2023-03-29,57,232,2023-6253,28290.69,28290.69
2023-05-31,2023-07-17,47,232,2023-6438,14945.34,14945.34
2022-08-31,2022-11-07,68,232,2022-6018,10647.71,10647.71
2022-12-31,2023-05-02,122,233,2022-6231,223110.38,223110.38
2023-07-31,2023-10-19,80,233,2023-6493,228418.81,228418.81
2023-09-30,2023-12-20,81,233,2023-6564,228418.81,228418.81
2023-06-30,2023-07-27,27,233,2023-6455,68992.39,68992.39
2022-11-30,2023-01-13,44,233,2022-6186,28509.13,28509.13
2023-12-31,2024-02-07,38,233,2023-6699,28174.11,28174.11
2024-01-31,2024-03-08,37,233,2024-6736,28174.11,28174.11
2024-02-29,2024-04-15,46,233,2024-6776,28174.11,28174.11
2012-11-30,2015-01-04,765,234,2012 / 1649,102634.81,40306.75
2014-10-30,2015-02-19,112,234,2014/2202,74682.98,74682.98
2014-12-14,2015-03-02,78,234,2014/2239,58016.11,58016.11
2018-11-29,2019-02-20,83,234,2018/4520B,51282.74,51282.74
2018-10-25,2019-02-20,118,234,2018/4464B,28139.28,28139.28
2014-10-08,2015-02-19,134,234,2014/2180,19996.27,19996.27
2018-09-30,2018-11-26,57,234,2018/4442B,11847.49,11847.49
2018-09-18,2018-11-26,69,234,2018/4425B,10937.97,10937.97
2019-06-16,2021-10-13,850,235,2019-4778,175638.33,46446.4
2018-05-31,2018-05-31,0,235,2018/4283,205796.28,9554.83
2018-05-31,2018-11-19,172,235,2018/4283,205796.28,173.09
2018-05-31,2018-11-19,172,235,2018/4283,205796.28,196068.37
2019-05-30,2020-02-20,266,235,2019-4746,369039.69,369039.69
2018-01-31,2018-04-04,63,235,2018/4110,180926.36,180926.36
2018-05-31,2018-11-19,172,235,2018/4283,135298.23,135298.23
2018-01-31,2018-04-04,63,235,2018/4110,223314.08,223314.08
2018-01-31,2018-04-04,63,235,2018/4110,206788.86,206574.8
2018-01-31,2018-04-04,63,235,2018/4110,206788.86,214.07
2018-01-31,2018-04-04,63,235,2018/4110,106729.49,106613.48
2018-01-31,2018-04-04,63,235,2018/4110,106729.49,116.01
2017-11-13,2017-11-21,8,235,2017/4001,225711.67,225711.67
2019-05-30,2020-02-20,266,235,2019-4746,145363.1,92915.55
2018-05-31,2018-11-19,172,235,2018/4290,193370.56,193370.56
2017-11-13,2017-11-21,8,235,2017/4001,80992.75,80992.75
2019-06-10,2021-10-13,856,235,2019-4774,156876.04,127452.57
2018-07-29,2018-11-19,113,235,2018/4368,81731.23,81731.23
